,wav_file,label,sig_mean,sig_std,rmse_mean,rmse_std,silence,harmonic,auto_corr_max,auto_corr_std
26,Ses05F_impro04_F026,2,0.0059123943,0.009770131999999999,0.0074185743,0.006343100999999999,0.4137931034482759,-0.008380067811231129,0.06938173748419499,0.12446849299861355
28,Ses05F_impro04_F028,2,0.00827733,0.011722616000000002,0.01038374,0.0054311575,0.15418502202643172,-0.004923827418679139,0.08769892885589978,0.2542008312117897
29,Ses05F_impro04_F029,2,0.004596640999999999,0.0068593709999999995,0.005783111999999999,0.0036781263,0.3225806451612903,-0.007351701697189128,0.03168224534846415,0.08755290898397985
30,Ses05F_impro04_F030,2,0.0070115514000000006,0.01074369,0.008761946999999999,0.0061935440000000005,0.2809364548494983,-0.009502811735728756,0.07926999576907642,0.18152587050629626
31,Ses05F_impro04_F031,2,0.009454691999999999,0.014029032,0.01204586,0.0071920000000000005,0.19161676646706588,-0.0037975801205902826,0.13148136344142305,0.18684726069810348
32,Ses05F_impro04_F032,2,0.008028275,0.010647041000000001,0.009966378,0.0037606102000000002,0.09009009009009007,-0.008155243449436966,0.0668238418858644,0.15520990744633545
33,Ses05F_impro04_F033,2,0.0042420235,0.0073879096,0.005417336,0.0050204047,0.3525641025641026,-0.008233181688410696,0.04132746871693349,0.11393610278392174
34,Ses05F_impro04_F034,2,0.008671773,0.015921447,0.010978207,0.011525623999999998,0.4861878453038674,-0.004137254563829629,0.19639971550535976,0.32908129788542384
35,Ses05F_impro04_F035,2,0.005989590699999999,0.010223401,0.007560889,0.0068854005000000005,0.3450980392156863,-0.00762681884225458,0.07798465403069893,0.1947801893468232
36,Ses05F_impro04_F036,2,0.0031810976,0.005328817,0.0040322854,0.0034832007,0.4614173228346457,-0.008935337064031046,0.020941479183407642,0.07941721096214396
37,Ses05F_impro04_F037,2,0.0053900946,0.008623545,0.0066181286,0.0055059013,0.3428571428571429,-0.007172829100454692,0.0529347312502618,0.10131212523399943
38,Ses05F_impro04_F038,5,0.0026991377,0.0041515729999999995,0.0034422607,0.0023163056,0.2327586206896552,-0.008591144251113292,0.011944898684147736,0.02530417617935509
39,Ses05F_impro04_F039,5,0.002773205,0.0052513406,0.0034348534000000004,0.0039663566,0.4625550660792952,-0.010075556929223241,0.021912259724603717,0.05739807331855061
40,Ses05F_impro04_F040,5,0.0016475144,0.0028548955,0.0020636327,0.0019731226,0.0,-0.008754875125305261,0.006183830913473275,0.009976459317435809
41,Ses05F_impro04_F041,5,0.0025847447,0.0040815244,0.0031381757000000002,0.002605904,0.3863636363636364,-0.013148131074558478,0.011775698608623479,0.04926150282508288
42,Ses05F_impro04_F042,2,0.0027412448999999998,0.004746597,0.0034276373,0.003281622,0.4256198347107438,-0.00924879168451298,0.0170220048041604,0.09220981368626252
43,Ses05F_impro04_F043,5,0.0023664394,0.003798029,0.00289616,0.0024619352,0.2743362831858407,-0.008329351658176165,0.010339519562209664,0.021322089262780168
44,Ses05F_impro04_F044,5,0.0018087429,0.0026336673,0.0022525548,0.0013673721,0.015625,-0.005641325515171047,0.004572604068408584,0.016179816226814282
45,Ses05F_impro04_F045,5,0.0052014934,0.008309606,0.006556876999999999,0.005104200000000001,0.3028571428571429,-0.0078095599747030064,0.049157075204062865,0.10995895129371934
47,Ses05F_impro04_M000,5,0.0023225723000000003,0.0038976802000000002,0.0028640503999999996,0.0026432502000000003,0.2099056603773585,-0.008814348802843597,0.011258503237206874,0.0490525667314526
48,Ses05F_impro04_M001,5,0.00507455,0.007652076,0.0063853804000000005,0.004189358,0.27522935779816515,-0.006546033091581194,0.03966034109875411,0.16217268960173886
49,Ses05F_impro04_M002,2,0.0031007158000000003,0.0053210575,0.0037908521000000004,0.0037266002,0.4008810572687225,-0.008793705092102755,0.021268058732728915,0.19260249023304685
50,Ses05F_impro04_M003,5,0.002321169,0.0036370824,0.0029290142,0.0021555813,0.2799097065462754,-0.010514582754694857,0.009309535075349413,0.029480961777161363
51,Ses05F_impro04_M004,5,0.0061301193,0.011196498999999999,0.007834961,0.007999806,0.1893491124260355,-0.006793778084102087,0.09793760998707793,0.1405699499720384
52,Ses05F_impro04_M005,5,0.008077532,0.013485684,0.010248649,0.008727626,0.2074074074074074,-0.004194542270852253,0.13419076311782974,0.2653526302252818
53,Ses05F_impro04_M006,2,0.0020181142999999998,0.0038417346999999997,0.0025431192,0.0028690076,0.18181818181818185,-0.006240318271011347,0.011789695612726504,0.031192876042824013
54,Ses05F_impro04_M007,5,0.005607450999999999,0.009286303000000001,0.007026736600000001,0.005989945,0.2041343669250646,-0.005877945568499854,0.06325257596378657,0.15835695162372868
55,Ses05F_impro04_M008,5,0.0042858277000000005,0.0062125340000000005,0.005390589,0.003088922,0.19801980198019806,-0.004291977347747888,0.02521004994166641,0.0959727763975687
56,Ses05F_impro04_M009,5,0.010228326,0.016689468,0.012761666999999999,0.010737598999999999,0.3059490084985836,-0.006762187695130706,0.20106441411439702,0.4715029617259564
57,Ses05F_impro04_M010,5,0.0028523377,0.0049921353000000005,0.0035544718,0.0035002176,0.5076452599388379,-0.01028830502036726,0.018934252679841442,0.05340111701675427
58,Ses05F_impro04_M011,5,0.0063280277,0.012169178000000001,0.007899401,0.009272951,0.3157894736842105,-0.005248767138255062,0.11841796378157828,0.2953855159098945
59,Ses05F_impro04_M012,5,0.0039639645,0.0066605364,0.004886428,0.004516644,0.4683098591549296,-0.007603568064951105,0.03274836328457314,0.1451609129963672
60,Ses05F_impro04_M013,5,0.0066076387,0.012364186999999999,0.008229573,0.009219828000000001,0.4831804281345566,-0.013543070053856354,0.1198959011507906,0.2876126088291151
61,Ses05F_impro04_M014,2,0.005094309,0.007889278000000001,0.006335643,0.004696804000000001,0.3273155416012559,-0.007753635145490989,0.04314164302905426,0.24962984557295134
62,Ses05F_impro04_M015,5,0.0039936015,0.00630125,0.005005958,0.0038270187,0.32636655948553056,-0.00755771498006652,0.02801680353736748,0.1106050029718541
63,Ses05F_impro04_M016,5,0.0031223734999999996,0.004843701,0.003934495,0.0028218790000000002,0.3721804511278196,-0.008219918527174741,0.016334246397225773,0.06637553073912897
64,Ses05F_impro04_M017,5,0.0023066597,0.003912592,0.0028868287,0.0026403756,0.21188630490956076,-0.009929470252245665,0.011429826140474669,0.04621642078398073
66,Ses05F_impro04_M019,2,0.004840727,0.007966315,0.005980733,0.005255098000000001,0.4148351648351649,-0.007800395906087942,0.04613479400407091,0.17710119256022944
67,Ses05F_impro04_M020,5,0.004064521,0.0067282785,0.0050842603999999994,0.0044003148,0.40598885793871853,-0.008640674423077144,0.03309795181813995,0.2304278250425269
68,Ses05F_impro04_M021,2,0.0038975785,0.006445838000000001,0.0048790607,0.004206248,0.29775280898876405,-0.006891972589073703,0.030436050737235064,0.12974532836431735
69,Ses05F_impro04_M022,5,0.0027432207,0.004537485999999999,0.0034380457,0.0029559703999999997,0.3617647058823529,-0.01048136800818611,0.015092142387085216,0.04910187649420192
70,Ses05F_impro04_M023,2,0.0019319592,0.0033981593,0.002397976,0.0024040097,0.06666666666666668,-0.006418514203687664,0.008830128385821106,0.05292594522656749
71,Ses05F_impro04_M024,5,0.004220306,0.007126175,0.0052282293,0.0048389696000000005,0.4606741573033708,-0.007400881258945446,0.037605135669586766,0.16997490415697875
72,Ses05F_impro04_M025,5,0.0033132492,0.0055344533,0.00419126,0.003614875,0.31272727272727274,-0.0070732294261688375,0.02259548774885584,0.10919941690011943
73,Ses05F_impro04_M026,5,0.005057588,0.008387486999999999,0.006398651700000001,0.0054117325,0.36018957345971564,-0.007669839760637842,0.05142790282087445,0.16131461548516987
74,Ses05F_impro04_M027,5,0.0066246935,0.010150255,0.008252772,0.0059070615000000005,0.276657060518732,-0.006704902261844836,0.07080933039474205,0.2047146363026109
75,Ses05F_impro04_M028,5,0.0049254256,0.0070915595,0.006160453000000001,0.0034857306,0.22916666666666666,-0.0059231788327451795,0.03265543546987654,0.08727309263475297
76,Ses05F_impro04_M029,5,0.009256858,0.014566039,0.011817366000000001,0.008499733,0.29411764705882354,-0.005527223038370721,0.14871674761966322,0.1887132195770612
77,Ses05F_impro04_M030,5,0.007640618,0.010598385,0.009575174,0.004541159,0.1927710843373494,-0.003543911134329392,0.06983246716464063,0.11175536806252208
78,Ses05F_impro04_M031,5,0.0048688645,0.007336489,0.006119141,0.004057443,0.2753623188405797,-0.008961689673014916,0.03644842644571174,0.1380907185406902
79,Ses05F_impro04_M032,5,0.006380149,0.012532863,0.008064191,0.009579518,0.4610591900311526,-0.006067321464797715,0.12640662322536353,0.2726803502690994
80,Ses05F_impro04_M033,5,0.0040145386,0.006707686,0.005109708,0.004322354699999999,0.3003412969283277,-0.005154310656507732,0.03314410742392265,0.07966038299713099
81,Ses05F_impro04_M034,5,0.0019690885999999997,0.0036818208,0.0024966542,0.0027036606,0.11327433628318585,-0.012428055924829096,0.010736030838380107,0.0431063313351575
82,Ses05F_impro04_M035,5,0.0042632367,0.007025396,0.00527953,0.004633531,0.3722627737226277,-0.008670552233525086,0.03602001227112297,0.10026061395487587
83,Ses05F_impro04_M036,5,0.0017860114000000002,0.0027675340000000003,0.0022651327,0.0016155045000000002,0.006993006993006993,-0.012033739949401934,0.005353400360822452,0.010089664601037992
84,Ses05F_impro04_M037,5,0.002000061,0.0029955666999999997,0.0025526052,0.0015663909,0.04318936877076412,-0.010537286470935214,0.006081295340775846,0.015653006868815808
85,Ses05F_impro04_M038,5,0.0014345235,0.0022668142000000003,0.0018331396,0.0013281520000000002,0.0,-0.013199010027165059,0.0036537047504848243,0.007992771033070443
86,Ses05F_impro04_M039,5,0.0021655520000000003,0.0034458671999999997,0.0027268473,0.0021071634,0.2112950340798442,-0.00949323111854028,0.008464267257543089,0.04125217309940225
87,Ses05F_impro04_M040,5,0.004734718,0.007107702,0.0058956532999999995,0.003958325,0.2767527675276753,-0.00703671139490325,0.0341219590036847,0.11800727729520635
88,Ses05F_impro04_M041,5,0.0015598333,0.0023717848000000003,0.0019519066,0.0013467469,0.0,-0.011345704479026608,0.003867241629054653,0.013600363946570809
89,Ses05F_impro04_M042,5,0.0034310631,0.00605341,0.0043401690000000005,0.0042148307,0.4249422632794457,-0.00996902326733107,0.02799083344092165,0.08932572208843549
90,Ses05F_impro04_M043,5,0.0027183536,0.00440017,0.0033759590000000004,0.0028132885,0.4044943820224719,-0.007605406153743387,0.013962727648759485,0.041959868839916696
91,Ses05F_impro03_F000,1,0.010699713000000001,0.02838981,0.013556681000000001,0.024912742999999998,0.5333333333333333,-0.06267301796469837,0.7179789520558102,2.805052899560184
92,Ses05F_impro03_F001,1,0.006774181,0.012859907,0.008488603,0.009656816,0.5308641975308642,-0.006039976142346859,0.13067054896734207,0.2643752798035874
93,Ses05F_impro03_F002,1,0.012717951000000002,0.020631,0.015866846,0.013276771000000001,0.33673469387755106,-0.007160303084674523,0.3048670086390801,0.4775459758949489
94,Ses05F_impro03_F003,1,0.014141785,0.022143472,0.017150264,0.013877008,0.3939393939393939,-0.007879643817432225,0.3398824695602699,0.5997142861277431
95,Ses05F_impro03_F004,1,0.0103799375,0.017389401999999998,0.012926886,0.011602685,0.392156862745098,-0.004712897407443961,0.22112108798086275,0.4768443159726909
96,Ses05F_impro03_F005,1,0.014837198000000001,0.022497145,0.018390603000000002,0.013048174,0.2545454545454545,-0.012320229870965704,0.34256430513479785,1.1588168594945905
98,Ses05F_impro03_F007,1,0.012085261000000002,0.019699551000000003,0.0152579285,0.012470445,0.3040540540540541,0.0033042749691958306,0.2798419293570435,0.3616432230846735
99,Ses05F_impro03_F008,1,0.015099079,0.02393775,0.018945819,0.014615041,0.2241379310344828,-0.006073249551263871,0.4049853669826877,1.2674149634370089
100,Ses05F_impro03_F009,1,0.015835451,0.025608807999999997,0.01980879,0.016223626,0.20454545454545456,-0.0018592123751659528,0.4708952404003024,0.6216656036606925
102,Ses05F_impro03_F011,1,0.02167117,0.038214862,0.026844569,0.027146097,0.3708609271523179,0.0010699441190809011,1.1071197444968086,2.0137583000874217
111,Ses05F_impro03_F020,1,0.022377996,0.038530264,0.02778157,0.026645742000000004,0.3284671532846715,-0.01049882575898664,1.1065351896102265,1.788625431016564
118,Ses05F_impro03_F027,1,0.0084846895,0.01235353,0.010592368000000001,0.0063488534999999995,0.11504424778761063,-0.005930000043008477,0.10037253031903733,0.3323693698729985
119,Ses05F_impro03_F028,1,0.0051197857,0.009008456,0.006655171999999999,0.0061053669999999996,0.3853211009174312,0.0003211042383099993,0.06174317277473599,0.17049520553779274
120,Ses05F_impro03_F029,1,0.01784811,0.028131053,0.022163887,0.017300272,0.22770398481973436,-0.005578623586188769,0.5580362571526394,1.8059519297073918
121,Ses05F_impro03_F030,1,0.015558816999999999,0.02163325,0.019505526999999998,0.009429569,0.0995475113122172,0.0010297042081219845,0.2927190126606541,0.5981290904746625
122,Ses05F_impro03_F031,1,0.0025352042,0.0034021204,0.0031437788,0.0013045792,0.0625,-0.002427084609735175,0.006947193777127578,0.011742513505371059
123,Ses05F_impro03_F032,1,0.0027189640000000004,0.0041930024,0.0033810688,0.002487254,0.1914893617021277,-0.007038480362098198,0.01221528603514008,0.018715631539141856
124,Ses05F_impro03_F033,1,0.005118973,0.008199369,0.0065401140000000005,0.0050241156,0.1686046511627907,-0.010573163308436051,0.04812450006528767,0.09059719042668564
125,Ses05F_impro03_F034,1,0.0049544666,0.0076715467,0.0061082509999999994,0.0046286685,0.32677165354330706,-0.006845353254902875,0.040836698956834575,0.2182533156492746
126,Ses05F_impro03_F035,1,0.0045737787,0.0073096063,0.005680683000000001,0.0045791420000000005,0.33962264150943394,-0.005922433956584428,0.03799873917355452,0.06158868338074415
127,Ses05F_impro03_F036,1,0.028194437000000003,0.049142998,0.036128487,0.033245567000000004,0.23295454545454544,-0.010544114047661424,1.8304848911690064,2.8273082297643417
128,Ses05F_impro03_F037,1,0.014456333,0.02553103,0.018050632,0.018042829,0.3495145631067961,-0.007310878572752698,0.4962805609705499,1.4560242469370217
130,Ses05F_impro03_F039,1,0.0127122225,0.02436336,0.016203176,0.018162357,0.3631840796019901,-0.006316171493381262,0.4726480460825104,1.1884031021200947
131,Ses05F_impro03_F040,1,0.009189268,0.013880405,0.01150842,0.0077208234,0.1888111888111888,-0.009252371455659159,0.13080013099110918,0.2233099408841764
132,Ses05F_impro03_F041,1,0.0068958686,0.011498241000000001,0.008366442,0.0078546135,0.4074074074074074,-0.007596832347189775,0.09690022011826324,0.2615358788115996
133,Ses05F_impro03_F042,1,0.010263777,0.016972983,0.012868936999999999,0.011038166499999998,0.2848101265822785,-0.005148674517840846,0.2103424680585596,0.27572953579755405
134,Ses05F_impro03_F043,1,0.002482,0.004286816,0.003096643,0.0029532296999999997,0.32160804020100503,-0.013481923815561458,0.01387757279654553,0.025621834360632704
137,Ses05F_impro03_F046,1,0.0067195925,0.00974106,0.008327615,0.005035177,0.19931271477663232,-0.007149369139369809,0.06190490072135861,0.17143072678916702
138,Ses05F_impro03_F047,1,0.009822234,0.014924022,0.012411105,0.008264739,0.11462450592885375,-0.008121507562464103,0.1526197669996938,0.3394111622043722
139,Ses05F_impro03_F048,1,0.006083689000000001,0.008930594,0.007636883299999999,0.0046059233,0.21666666666666667,-0.009454917744733391,0.05273512226859777,0.08673856856713631
140,Ses05F_impro03_F049,1,0.0055862633,0.009389014000000001,0.006948268499999999,0.006297982,0.3333333333333333,-0.011768571312131826,0.06517015578441758,0.14278319792386546
142,Ses05F_impro03_F051,1,0.01834167,0.030759047999999997,0.022842197,0.020571657,0.3297872340425532,-0.008347841685463209,0.6963853645663833,2.4053539339212167
144,Ses05F_impro03_F053,1,0.0046180957,0.0074508785999999995,0.0058580493,0.0045734807,0.38064516129032255,-0.011948291103180964,0.03980855418202309,0.07464723125203213
145,Ses05F_impro03_F054,1,0.0014801522,0.0019400656,0.001786494,0.0007651412,0.0,-0.019458508177194744,0.0021889039236011407,0.008825768925302176
146,Ses05F_impro03_F055,1,0.024583897,0.054984592,0.03103974,0.045339495,0.42930591259640105,-0.023664728360017758,2.5609630572562807,5.572060545308752
147,Ses05F_impro03_F056,1,0.009151308,0.014512652,0.011464263999999998,0.008850305,0.25,-0.004905097739538178,0.14920632909084847,0.27451153767717273
148,Ses05F_impro03_F057,1,0.021517245,0.033577345,0.027051397,0.019846769,0.2492917847025496,-0.005419977696874412,0.7871621619799694,2.1753631438216687
149,Ses05F_impro03_F058,1,0.010729643,0.015530351999999999,0.013297603,0.008021645,0.15833333333333333,-0.002893356167987804,0.15732753463800556,0.3081898704167299
150,Ses05F_impro03_F059,1,0.008721095,0.014757923000000001,0.010942206999999999,0.0098812375,0.4080459770114943,-0.002092736394843086,0.1603086703495211,0.2943995762356437
151,Ses05F_impro03_F060,1,0.008114132,0.01319009,0.010217041,0.008349798,0.25443786982248523,-0.005866722858627328,0.1257029816930471,0.24027716989212536
152,Ses05F_impro03_M000,1,0.0029331532,0.006563645,0.003751012,0.0054033985,0.4711538461538462,-0.017606258552405052,0.036738500508384835,0.059784417006797076
153,Ses05F_impro03_M001,1,0.0052336045,0.010624881999999999,0.0066144825,0.008312284,0.6018518518518519,-0.008496423106407747,0.09222303643675972,0.2464447659433108
154,Ses05F_impro03_M002,4,0.009241695500000001,0.016501661,0.011610773999999999,0.011642685,0.3813559322033898,-0.004955865279043792,0.20826024040506494,0.2421751047897314
155,Ses05F_impro03_M003,1,0.017151067,0.025519425,0.020787321,0.01475194,0.3237410071942446,-0.008673665433889255,0.4307789115075832,1.062849864660624
157,Ses05F_impro03_M005,1,0.021909444,0.03438155,0.026586227,0.021789787,0.24817518248175185,-0.008274583706224803,0.8267759419431252,3.038044509171353
158,Ses05F_impro03_M006,1,0.009165271,0.017168885,0.01152561,0.012715772,0.4628571428571429,-0.010149177796847651,0.2309234182969342,0.41289037366879977
159,Ses05F_impro03_M007,1,0.011212381,0.019425033,0.013991946000000002,0.013389186,0.301980198019802,-0.005961464921711014,0.28404073028094434,1.0711911477272635
160,Ses05F_impro03_M008,1,0.010445137,0.016607737,0.013267161999999999,0.009990643,0.28125,-0.0036962510421290062,0.19507981110419112,0.3394133630564426
161,Ses05F_impro03_M009,1,0.020678941,0.031132845,0.025768176,0.017459324,0.14792899408284024,-0.00512128326590755,0.6576430167297452,1.562610683039242
162,Ses05F_impro03_M010,1,0.017980142,0.033327226,0.022596221,0.024471233,0.2219959266802444,-0.004327722763264319,0.872237405884056,2.270642267043182
163,Ses05F_impro03_M011,1,0.013665635,0.025672028,0.017095461,0.01913831,0.3566739606126915,-0.004762066510011209,0.5194095592819137,1.4623224295532138
164,Ses05F_impro03_M012,1,0.012875733,0.018001763,0.016116633999999998,0.007981647,0.07671957671957673,-0.003665079475467792,0.20408584662789275,0.6023052433227706
165,Ses05F_impro03_M013,1,0.008305318,0.012363629,0.010352738,0.0067306086,0.20221606648199447,-0.008617044841230381,0.10232285955765152,0.32337061680063905
172,Ses05F_impro03_M020,1,0.005734960999999999,0.0098770475,0.0072313976,0.006736335,0.4887218045112782,-0.007409892532450613,0.07296393210383137,0.11772525540124475
179,Ses05F_impro03_M027,1,0.006273562,0.01109589,0.008018652,0.0077540833,0.3657142857142857,-0.006383531854226021,0.09397935914233806,0.23364369740957566
182,Ses05F_impro03_M030,1,0.018998317,0.02817205,0.023729632,0.015110071000000001,0.1658291457286432,-0.005504109140019864,0.530581748683296,1.0727045843189549
183,Ses05F_impro03_M031,1,0.008258079,0.012820238000000001,0.01031309,0.0075968592,0.363013698630137,-0.003723199824889889,0.11438680916253813,0.15234107869403818
184,Ses05F_impro03_M032,1,0.005932676,0.009321336999999999,0.0072430964,0.005850866,0.3064516129032258,-0.004340731720731128,0.061000349261335365,0.3517403918746864
185,Ses05F_impro03_M033,1,0.007964288,0.012436113,0.009844152,0.007549641700000001,0.2967741935483871,-0.006758422841812717,0.10814897638866762,0.20619081196468364
187,Ses05F_impro03_M035,1,0.0014948442999999998,0.0020013229999999997,0.0018753564,0.00070727774,0.0,-0.0109094016806921,0.002399207188666182,0.004759002032750947
188,Ses05F_impro03_M036,1,0.004089784,0.0061059776000000005,0.0051298444,0.0033071607,0.2268041237113402,-0.0057091629059868865,0.02508783446808388,0.10146029965775084
189,Ses05F_impro03_M037,1,0.008460196,0.01959535,0.010760516999999999,0.016369535,0.3013493253373313,-0.0061507612372224685,0.33097867424935856,1.1041240276846631
190,Ses05F_impro03_M038,1,0.018302943999999998,0.032135166,0.023294862000000003,0.022398394,0.3475609756097561,-0.0074031440817634575,0.7823552527122036,1.1634118033955236
191,Ses05F_impro03_M039,1,0.005641126,0.009404293000000001,0.007094586,0.006180601,0.26875,-0.006761534677934833,0.06507357103568845,0.29746671133823044
192,Ses05F_impro03_M040,1,0.017728332,0.024964623,0.022026645,0.011672351000000001,0.07692307692307693,-0.005037847131461604,0.3956241211102287,0.7238010269055322
193,Ses05F_impro03_M041,1,0.014889201999999999,0.022081925,0.018540833,0.012063941000000002,0.2338308457711443,-0.007991671736817807,0.3237251641600611,1.0166371674480743
195,Ses05F_impro03_M043,1,0.022837507000000003,0.036141265,0.028836188999999998,0.021786842,0.2880886426592798,-0.003262541667936602,0.9167697865262414,2.3014202509034143
196,Ses05F_impro03_M044,1,0.009090143,0.019099375,0.01113232,0.015488674,0.42105263157894735,-0.0072276470746146515,0.3028750002521574,1.5316250788471972
197,Ses05F_impro03_M045,1,0.005889459499999999,0.011806081000000001,0.007427568000000001,0.009168478,0.44,-0.006667796242254553,0.11342771828063955,0.25700622539380497
198,Ses05F_impro03_M046,1,0.0032375318,0.0052102929999999995,0.0040965825,0.003254928,0.3741007194244605,-0.008004035407793708,0.019478966381603825,0.0298465195791265
201,Ses05F_impro03_M049,1,0.0036791515999999996,0.005821509,0.0046655126,0.0034771152000000003,0.24188790560471976,-0.00845770955493208,0.024016323809578608,0.08290863256228073
202,Ses05F_impro03_M050,1,0.009792430999999999,0.015265526000000001,0.012247895,0.0091081085,0.21226415094339626,-0.00843804627947975,0.16314446870661034,0.3364618896246221
203,Ses05F_impro03_M051,1,0.006576465,0.009473455,0.008362895,0.00441986,0.12053571428571427,-0.005794119260826847,0.05824834022155369,0.1254953111857418
209,Ses05F_impro03_M057,1,0.01707317,0.023693657000000003,0.021231811,0.010525158,0.14018691588785046,-0.00843389625515556,0.3498942738110156,0.4405885307484635
210,Ses05F_impro03_M058,1,0.0060767094,0.008805597,0.007724459699999999,0.0041788514,0.18181818181818185,-0.0015044884094095323,0.050628139834963184,0.08009247951640794
212,Ses05F_impro03_M060,1,0.022849571000000003,0.038162045,0.029598204,0.025381234,0.13043478260869565,-0.009941396456270013,1.0759064406559495,1.257234647620194
213,Ses05F_impro03_M061,1,0.008671143000000001,0.014447332,0.01086754,0.009484586,0.3555555555555556,-0.007504575023631332,0.15279792411676946,0.28021334211536353
214,Ses05F_impro03_M062,1,0.0031382420000000003,0.0047643697,0.0039791316,0.0026502870000000003,0.20863309352517986,-0.004666826498578303,0.015522040580125298,0.02907458788002521
215,Ses05F_impro03_M063,1,0.010456486999999999,0.020918126999999998,0.013106191000000001,0.016256858,0.3660130718954248,-0.007193596957222327,0.35538771526444035,1.1235950450064498
216,Ses05F_impro03_M064,1,0.02995007,0.042341884,0.037554096,0.019520508,0.13157894736842105,-0.0014787767668167364,1.1416834466474866,2.271947119884894
217,Ses05F_impro03_M065,1,0.014261596999999999,0.02152063,0.017942633,0.011931945,0.21212121212121213,-0.0059486201280378745,0.3139630343957717,0.8671895740331753
218,Ses05F_impro03_M066,1,0.0075819725,0.011995961000000001,0.009411495,0.0074120215,0.2835820895522388,-0.0025090764665947067,0.10124248887945674,0.20076840945329946
219,Ses05F_impro03_M067,1,0.010328026,0.015194425,0.012904875,0.008059446,0.1390374331550802,-0.00328611463373818,0.15334384767320725,0.34543048825467115
220,Ses05F_impro03_M068,1,0.00626796,0.010887157,0.007726435500000001,0.007664361999999999,0.39,-0.004639852704713121,0.08947261145836356,0.2642567847467737
221,Ses05M_impro01_F000,5,0.0016574023000000002,0.0023347246,0.0020523192,0.0011121337,0.0,-0.005739994776376989,0.00347361713107432,0.008768061372158527
