Unnamed: 0,wav_file,label,sig_mean,sig_std,rmse_mean,rmse_std,silence,harmonic,auto_corr_max,auto_corr_std
1831,Ses05F_script01_3_F006,2,0.0021794254,0.003363295,0.0027238198,0.0019730057,0.16494845360824742,-0.008357037586392835,0.007865711070771218,0.023034967380542243
1259,Ses05M_script02_1_F000,2,0.001682689,0.0024149101,0.0020588182,0.0012538338,0.010101010101010102,-0.005997338121233042,0.0037920661958433187,0.010484121878709082
1856,Ses05F_script01_3_M004,5,0.0015075766,0.003128922,0.001924934,0.002460274,0.022222222222222227,-0.015777703083585948,0.008145211536715283,0.014269087399189088
869,Ses05F_impro08_M016,5,0.011123193,0.016210333,0.0141745405,0.00778964,0.12,-0.004019469542981824,0.17312620205368418,0.2169811472744748
1409,Ses05M_impro06_F009,2,0.004081456,0.006597127800000001,0.005116321,0.004203404799999999,0.31865284974093266,-0.006062436568754492,0.031349030003614005,0.09614196563471593
859,Ses05F_impro08_M006,2,0.0077848467,0.013517224,0.009930382,0.009157677,0.34057971014492755,-0.005941953077126527,0.1376169591008296,0.4683160415426955
1438,Ses05F_impro02_F006,3,0.0024449462,0.004711688,0.0030479345,0.0035735718,0.21008403361344533,-0.008981922292150557,0.017823470019607726,0.05094952355732539
1752,Ses05F_script02_2_F008,2,0.007881102,0.013838303,0.009961816,0.009599178,0.4551282051282051,-0.009469708857068326,0.14458650109987067,0.3032506623218478
1206,Ses05F_impro06_F003,2,0.0016596888,0.002747108,0.002043022,0.0018345783,0.018229166666666668,-0.011912324225704651,0.005549490278242746,0.02567325491718678
1875,Ses05F_script01_3_M023,2,0.002437028,0.0040659863,0.003043861,0.0026891595,0.2507836990595611,-0.00864200228534173,0.012201437323699977,0.048954638394591285
675,Ses05M_script01_2_F017,0,0.010744947,0.021620864,0.013692056,0.016692787,0.3565891472868217,-0.005577041974902386,0.3814384637325694,0.9442520958114996
1664,Ses05M_impro07_F015,1,0.011767834,0.01663978,0.014727954,0.0077297236,0.136,-0.00651769869364216,0.17638650394275862,0.32279522621142004
449,Ses05F_script01_2_F007,2,0.0071676173,0.012612738,0.008990455,0.008840561,0.3951807228915663,-0.008978318874142133,0.120509698143884,0.4945230532127928
436,Ses05M_impro05_M017,2,0.00997265,0.01915965,0.012735753999999998,0.014304774,0.4489402697495183,-0.005628908638755092,0.2921430264784671,1.075656321718169
2064,Ses05M_impro02_F019,3,0.0071089147,0.011631603,0.00884606,0.0075109755,0.2723214285714285,-0.006740751814504621,0.09810425321348606,0.35756298611743725
1010,Ses05M_impro03_M001,1,0.0061112586,0.01112462,0.0077170925,0.008006706,0.5261324041811847,-0.007351384738285559,0.09585470629718172,0.25826818327714857
875,Ses05F_impro08_M022,5,0.0062572914,0.009403875,0.007852600999999999,0.005157320999999999,0.2446808510638297,-0.0025762874429347,0.05972370242194356,0.06944296218272288
1309,Ses05M_script02_1_M029,1,0.009461583,0.017816528999999998,0.011952683,0.013205612,0.3966244725738397,-0.004632875061361119,0.2505388417829776,1.120288662857
55,Ses05F_impro04_M008,5,0.0042858277000000005,0.0062125340000000005,0.005390589,0.003088922,0.19801980198019808,-0.004291977347747888,0.02521004994166641,0.0959727763975687
461,Ses05F_script01_2_M001,5,0.0033547333,0.00594118,0.0041391314,0.0042599537,0.4668192219679634,-0.009813052201934623,0.02699739027551269,0.14118505520689004
1549,Ses05M_impro04_F036,5,0.0036368882,0.006529999,0.0045778444,0.004654209,0.32147742818057456,-0.009033160495164337,0.03299154081328928,0.11000595284093607
2012,Ses05M_script01_1b_M009,2,0.008394814,0.0133262025,0.010500537,0.0082025975,0.3029682702149437,-0.004800786882697139,0.1253471992263511,0.5579886714707019
1035,Ses05M_impro03_M026,1,0.007198616999999998,0.012328872,0.009269762,0.008110418000000001,0.3357933579335793,-0.0056902904361777465,0.11388252176773025,0.2653939671184474
2057,Ses05M_impro02_F012,5,0.005828976,0.01132041,0.0073361704,0.008603045,0.298932384341637,-0.0044106750465289215,0.1031115646585248,0.32780585007127444
1908,Ses05M_script01_3_F015,1,0.0023816759,0.0038914226,0.0030626063,0.002402539,0.15625,-0.011294395335426087,0.011021786701351151,0.027205283240300242
1459,Ses05F_impro02_F027,2,0.0040176664,0.0063027064,0.004975176,0.003923103,0.3157894736842105,-0.009531303476251196,0.02787648441681921,0.06975475778902787
740,Ses05F_script03_1_M013,1,0.00633058,0.0108244335,0.007941591,0.007353416,0.3675548589341693,-0.007900117452663835,0.08742528113633323,0.4722309067518127
154,Ses05F_impro03_M002,4,0.0092416955,0.016501661,0.011610774,0.011642685,0.3813559322033898,-0.004955865279043792,0.2082602404050649,0.2421751047897314
1322,Ses05F_script03_2_F008,2,0.004900309,0.008395147,0.006166231,0.005689011,0.3862068965517241,-0.0103098718682304,0.05270859451309241,0.2072780987546582
572,Ses05F_impro05_F014,2,0.005707652,0.008763175,0.0071623009999999985,0.0050394665,0.17772511848341233,-0.007512106549256714,0.053097627774649436,0.15158233333607438
460,Ses05F_script01_2_M000,5,0.0025008575,0.0047808005,0.003149657,0.0035887545,0.3478260869565217,-0.015263191016856581,0.01827922883154279,0.0516940010618443
1530,Ses05M_impro04_F017,5,0.0038546117,0.006291765,0.0048337374,0.004025383400000001,0.36538461538461536,-0.008117312063404825,0.028725849891297988,0.07547991363875088
2094,Ses05M_impro02_M024,2,0.011868767,0.018134438,0.01476043,0.010518047,0.2763636363636364,-0.003955955889978213,0.22577447910220924,0.5954552901561128
1545,Ses05M_impro04_F032,5,0.0037838446,0.006387075999999999,0.004766637,0.004245977,0.3478260869565217,-0.007482003184122731,0.030358149352277788,0.09565469474638194
418,Ses05M_impro05_F021,5,0.0065328577,0.011490553999999998,0.008248941,0.007964879000000001,0.4672131147540984,-0.006157094958325615,0.1004037558767152,0.17534927069739642
2062,Ses05M_impro02_F017,3,0.005514491999999999,0.01005776,0.00673774,0.007375126,0.35714285714285715,-0.00810907113191206,0.0786101625271165,0.3015736890411409
733,Ses05F_script03_1_M006,3,0.010482536,0.015234025,0.01315923,0.0076306425,0.1215686274509804,-0.005247359695204068,0.15207873060600524,0.4244454417925233
975,Ses05M_script03_2_M044,0,0.08752765,0.12771998,0.10752335,0.069124,0.17098445595854922,-0.044722128222929314,10.725594954792466,33.07673653953774
948,Ses05M_script03_2_M017,2,0.0041808905,0.0076242853,0.005249249300000001,0.0055291015,0.3763157894736842,-0.005920145213167416,0.045307287904592486,0.12380866339467655
733,Ses05F_script03_1_M006,3,0.010482536,0.015234025,0.01315923,0.0076306425,0.1215686274509804,-0.005247359695204068,0.15207873060600524,0.4244454417925233
31,Ses05F_impro04_F031,2,0.009454692,0.014029032,0.01204586,0.007192000000000001,0.19161676646706588,-0.0037975801205902826,0.13148136344142305,0.18684726069810348
692,Ses05M_script01_2_M016,0,0.028096905,0.056963306,0.035806812,0.0442822,0.5160349854227405,-0.010480154742253944,2.628738703998953,5.8943587279624605
1443,Ses05F_impro02_F011,2,0.002036276,0.0042909593,0.0025744268,0.003432029,0.13402061855670105,-0.012695514669758271,0.01538466738344774,0.038330845198681976
242,Ses05M_impro01_F021,0,0.022517916,0.03569056,0.027848173,0.022291368,0.29457364341085274,-0.00587604563406785,0.8995448391734591,3.1297069060386145
1556,Ses05M_impro04_M004,2,0.0075664159999999986,0.011464492,0.009571751,0.006298993,0.2613430127041742,-0.004548758624878246,0.08944018835849649,0.2744188121300389
581,Ses05F_impro05_F023,0,0.012357076000000002,0.01842323,0.015472139,0.009995949,0.2149253731343284,-0.00712069822839112,0.22770949851505895,0.5806511577801267
1802,Ses05F_script02_2_M019,1,0.004907701,0.008029777,0.006066131,0.0052325577,0.40425531914893614,-0.0076246501521382015,0.04664700712596362,0.1869001039549409
307,Ses05M_script02_2_M000,1,0.0040923567,0.00905216,0.0051166574,0.0074554854,0.6416666666666667,-0.0075189345807302735,0.06949391345142125,0.2495444412757496
1345,Ses05F_script03_2_F031,0,0.010730025,0.014005157,0.01283895,0.005558828,0.11797752808988765,-0.0037962058740959037,0.1130888818684192,0.38219527269864223
1078,Ses05F_impro07_F035,1,0.007168104399999998,0.0113304835,0.008979391,0.0068934592,0.22134387351778656,-0.007911717148090247,0.09075555013986784,0.3207678932199801
1137,Ses05F_script01_1_F017,5,0.003916117,0.007126815,0.004982233,0.0050810934,0.4531835205992509,-0.012199908269394657,0.03945329154630943,0.11270535402120264
2062,Ses05M_impro02_F017,3,0.005514491999999999,0.01005776,0.00673774,0.007375126,0.35714285714285715,-0.00810907113191206,0.0786101625271165,0.3015736890411409
877,Ses05F_impro08_M024,4,0.0038732775,0.006760171999999999,0.0049387170000000005,0.0046273423,0.2346938775510204,-0.007735746294201817,0.03471840339838004,0.05804472420086035
316,Ses05M_script02_2_M009,2,0.008477812,0.01568941,0.010856973999999998,0.011300723,0.4080882352941176,-0.00544482099940069,0.19239240366200847,0.4757273750927189
881,Ses05F_impro08_M028,1,0.004493772,0.006912402,0.005646604,0.003979688,0.2254697286012526,-0.005406619493442122,0.033068435940322966,0.10379458611132424
2061,Ses05M_impro02_F016,3,0.0033294824,0.005646859000000001,0.004186970999999999,0.0038279002,0.2611111111111111,-0.00787182852945989,0.02381923969429588,0.06848796604652081
1994,Ses05M_script01_1b_F030,4,0.0022748772,0.003677207,0.0028247156,0.0023420563,0.09392265193370164,-0.010855666914721951,0.009761941715169494,0.04033835858613273
1154,Ses05F_script01_1_F034,0,0.005524354499999999,0.009585641,0.006875061,0.006683216999999999,0.4487179487179487,-0.014015856322657784,0.06912858077912648,0.1322015790717626
1571,Ses05M_impro04_M019,0,0.007746833000000002,0.012977078,0.009984764,0.0082764635,0.3680555555555556,-0.008446853826171719,0.12417991776780662,0.16494091933098134
509,Ses05M_script01_1_F031,4,0.0023950974,0.003969787,0.0029448923,0.002651254,0.1206896551724138,-0.011591509064601269,0.011583447438939713,0.04212385671076512
400,Ses05M_impro05_F003,5,0.0070083123,0.011210945,0.008711581999999999,0.0070449514,0.31536388140161725,-0.006214927907421952,0.08958069713737324,0.3337899258297728
841,Ses05F_impro08_F022,5,0.0055015334,0.013236335,0.0069428445,0.011260472,0.5717171717171717,-0.01253155915037496,0.15228121413242734,0.7981980114938162
509,Ses05M_script01_1_F031,4,0.0023950974,0.003969787,0.0029448923,0.002651254,0.1206896551724138,-0.011591509064601269,0.011583447438939713,0.04212385671076512
154,Ses05F_impro03_M002,4,0.0092416955,0.016501661,0.011610774,0.011642685,0.3813559322033898,-0.004955865279043792,0.2082602404050649,0.2421751047897314
2065,Ses05M_impro02_F020,2,0.0082225725,0.013480538500000002,0.0100760395,0.008936158,0.3117408906882591,-0.009339603820990305,0.13199586529219592,0.5068125758897317
1748,Ses05F_script02_2_F004,2,0.005902701,0.012585043,0.007322256999999999,0.010213167,0.5392156862745098,-0.007331249889830359,0.13188452612999152,0.3204259760346652
509,Ses05M_script01_1_F031,4,0.0023950974,0.003969787,0.0029448923,0.002651254,0.1206896551724138,-0.011591509064601269,0.011583447438939713,0.04212385671076512
2005,Ses05M_script01_1b_M002,2,0.0033767298,0.005947843,0.0043105823,0.0040932586,0.4289855072463768,-0.008820402399578597,0.027017971554470117,0.10293502575374927
1883,Ses05F_script01_3_M031,2,0.002920572,0.0058517293000000005,0.0036323606,0.0045872624,0.5812274368231047,-0.009556682016409468,0.027938367030177696,0.16822227732277584
452,Ses05F_script01_2_F010,0,0.014660007,0.02700466,0.018579224,0.01958269,0.3781818181818182,-0.006712903541483684,0.5661064663447413,1.4187043204815524
287,Ses05M_script02_2_F019,2,0.0025467505,0.0041746967,0.003217971,0.0028302874,0.15463917525773194,-0.008093158612609841,0.01271942184399391,0.0228791034344666
1109,Ses05F_impro07_M026,1,0.028583666,0.06553265,0.03513967,0.055189293,0.5,-0.018290065781911842,3.667661584910253,7.332577626149317
375,Ses05F_impro01_M003,5,0.009094495,0.013790261000000002,0.01142112,0.007710929,0.21404109589041093,-0.005222251729719575,0.1295668204779645,0.5255021107588652
432,Ses05M_impro05_M013,2,0.007864709000000001,0.014865593,0.0100725815,0.010932832,0.375,-0.00318576871904952,0.1749539086363582,0.4610207278579406
437,Ses05M_impro05_M018,2,0.023392383,0.034865383,0.029605202,0.018372856,0.2333333333333333,-0.0012092975794075755,0.8163983736433041,1.5929254045927173
1415,Ses05M_impro06_M004,2,0.004118077,0.0073194974,0.005210937,0.0051389094,0.4791666666666667,-0.009426378710486459,0.041067584980411166,0.2287771227810857
2103,Ses05M_script03_1_F000,3,0.003804688,0.005417356,0.0048064217,0.0026901646000000003,0.1880341880341881,-0.004913517841487193,0.01887488633366282,0.034295684048638544
2064,Ses05M_impro02_F019,3,0.0071089147,0.011631603,0.00884606,0.0075109755,0.2723214285714285,-0.006740751814504621,0.09810425321348606,0.35756298611743725
2137,Ses05M_script03_1_M002,3,0.009054223,0.018071514,0.011049253,0.01426735,0.5978260869565217,-0.006785925506846979,0.2641148085024452,0.579380734487613
1461,Ses05F_impro02_F029,2,0.0032029701,0.006069358,0.0040189032,0.004547351,0.5370985603543743,-0.010840100003406405,0.029263016306724482,0.15181721815693885
2064,Ses05M_impro02_F019,3,0.0071089147,0.011631603,0.00884606,0.0075109755,0.2723214285714285,-0.006740751814504621,0.09810425321348606,0.35756298611743725
1187,Ses05F_script01_1_M025,0,0.009216319,0.019268785,0.011519438,0.015435348,0.4725274725274725,-0.005833207069372293,0.3067357257630177,0.9724357007866576
223,Ses05M_impro01_F002,5,0.007001911800000001,0.01171256,0.008907896,0.007618240999999999,0.20118343195266272,-0.008604803952039221,0.1013611593503792,0.19338025320564292
1923,Ses05M_script01_3_M002,4,0.0016444151,0.0028483497,0.002056164,0.0019641265,0.006756756756756757,-0.008316207640746144,0.006155226245068988,0.015367030324599287
429,Ses05M_impro05_M010,5,0.008760567,0.014599415,0.011355112,0.009169037,0.2913385826771653,-0.006040057996870018,0.15641263286644164,0.3777353902990832
2137,Ses05M_script03_1_M002,3,0.009054223,0.018071514,0.011049253,0.01426735,0.5978260869565217,-0.006785925506846979,0.2641148085024452,0.579380734487613
1500,Ses05F_impro02_M029,2,0.0036059367,0.0064146384,0.004456193,0.0046105334,0.4914965986394558,-0.010237931746814866,0.031538771440337884,0.13820154386423208
2062,Ses05M_impro02_F017,3,0.005514491999999999,0.01005776,0.00673774,0.007375126,0.35714285714285715,-0.00810907113191206,0.0786101625271165,0.3015736890411409
1022,Ses05M_impro03_M013,1,0.009017845,0.014220774,0.011517627,0.008329221,0.15841584158415842,-0.0017134594827439287,0.14285538100287368,0.3142235986932005
440,Ses05M_impro05_M021,2,0.009987349,0.015267455,0.012586878,0.008594684,0.2352941176470588,-0.00566028165849275,0.16004207411278906,0.2781399554809513
1176,Ses05F_script01_1_M014,2,0.0022751342000000003,0.0041775214,0.0028742051,0.0030301886,0.29595015576323985,-0.014947066119930241,0.01367001141089594,0.045360730327073655
2091,Ses05M_impro02_M021,2,0.005483551999999999,0.010230628,0.006862625,0.00757681,0.551948051948052,-0.007944045137264766,0.0821664269902722,0.2499014416551336
1701,Ses05M_impro07_M005,1,0.009263856,0.014466859,0.011522427,0.008668976,0.07627118644067797,-0.010875765838136427,0.14711348761130608,0.18656103227760568
2006,Ses05M_script01_1b_M003,2,0.003097407,0.0057447697,0.004021172,0.004102443,0.4267857142857143,-0.009224822861142457,0.02598247567802144,0.09001285253150508
733,Ses05F_script03_1_M006,3,0.010482536,0.015234025,0.01315923,0.0076306425,0.1215686274509804,-0.005247359695204068,0.15207873060600524,0.4244454417925233
332,Ses05M_script02_2_M025,0,0.032964416,0.062262163,0.041129652,0.046725996,0.3597745990463806,-0.006570579898834694,3.057407053460873,23.25708339347573
1885,Ses05F_script01_3_M033,2,0.005557603,0.00964088,0.006936636800000001,0.006694589,0.4139344262295082,-0.007708547855145299,0.06994837304591649,0.4386597454811471
1143,Ses05F_script01_1_F023,2,0.0056070425,0.010918596,0.007006175,0.008368874,0.5584988962472406,-0.009965086064767092,0.09546821307264754,0.4051900162342268
798,Ses05M_impro08_M008,5,0.010291397,0.015517943,0.012878119,0.008657782,0.22633136094674555,-0.004033045570395188,0.16310896283446888,0.6534831668042848
2048,Ses05M_impro02_F003,3,0.005387528000000001,0.008755342,0.006692312,0.0056305240000000005,0.30791788856304986,-0.010298156666976864,0.05527725255050596,0.13665026532755922
764,Ses05M_impro08_F003,2,0.007259221999999998,0.010951488999999998,0.008983603,0.006268108299999999,0.23210412147505424,-0.0063511720327369394,0.08135999196803048,0.4200881939947835
647,Ses05F_impro05_M043,2,0.008322706,0.012601604,0.010475167,0.0070251147,0.17619783616692428,-0.004456168426258954,0.1083284563189266,0.3994595347758778
401,Ses05M_impro05_F004,5,0.006871306999999999,0.011405136,0.008672469,0.0074070245,0.3218390804597701,-0.006354295692290178,0.09532138087259454,0.18467158245876594
883,Ses05F_impro08_M030,1,0.0049276636,0.0075481659999999985,0.006238456,0.0042395783000000005,0.2740384615384616,-0.004732013621833175,0.039219704850987004,0.11228795036380093
81,Ses05F_impro04_M034,5,0.0019690886,0.0036818208,0.0024966542,0.0027036606,0.11327433628318585,-0.012428055924829096,0.010736030838380107,0.0431063313351575
1438,Ses05F_impro02_F006,3,0.0024449462,0.004711688,0.0030479345,0.0035735718,0.21008403361344533,-0.008981922292150557,0.017823470019607726,0.05094952355732539
234,Ses05M_impro01_F013,2,0.010824773,0.020476487,0.013598676,0.015302407,0.3924914675767918,-0.00723834227756015,0.3313006980787708,0.8014395582322204
912,Ses05M_script03_2_F026,5,0.0059557273,0.010529551000000002,0.007307183,0.0075693815000000015,0.31446540880503143,-0.0055845375754870474,0.08486145096443666,0.2831501844833263
2053,Ses05M_impro02_F008,4,0.001225181,0.0015703152,0.0015187293,0.0003933793,0.0,-0.01224737297889078,0.0013890476537740126,0.00348083582076463
733,Ses05F_script03_1_M006,3,0.010482536,0.015234025,0.01315923,0.0076306425,0.1215686274509804,-0.005247359695204068,0.15207873060600524,0.4244454417925233
295,Ses05M_script02_2_F027,2,0.0026075318,0.0042731706,0.003218028,0.0028098503,0.09896432681242807,-0.009577336641086731,0.013330645402246143,0.08384319333679782
1543,Ses05M_impro04_F030,5,0.017557336,0.026551431,0.022875905,0.013542473,0.17307692307692307,-0.0010236362868454307,0.4800059604540511,0.7629155665054749
2047,Ses05M_impro02_F002,3,0.0058996890000000005,0.008791541,0.007314749499999999,0.004901315,0.25,-0.005255315045360476,0.05185986225710591,0.11030070332693044
1668,Ses05M_impro07_F019,5,0.0057042707,0.01060099,0.007362296,0.0075733033,0.3870967741935484,-0.010124407708644869,0.08843495497299694,0.16801244513532662
197,Ses05F_impro03_M045,1,0.005889459499999999,0.011806081,0.007427568000000002,0.009168478,0.44,-0.006667796242254553,0.11342771828063955,0.25700622539380497
2157,Ses05M_script03_1_M022,1,0.012398225,0.024441669,0.015562245,0.018844264,0.3978638184245661,-0.0050769549488904895,0.4816929390962847,3.0597556149798364
2004,Ses05M_script01_1b_M001,2,0.0032303825,0.00606121,0.0040483223,0.004497941599999999,0.4901960784313725,-0.012541560863610357,0.02906455206024248,0.07046902443639218
865,Ses05F_impro08_M012,2,0.006515015,0.010297173,0.008292443,0.0060607297,0.3043478260869565,-0.0072214234023704185,0.0746325330634328,0.14944560985929672
273,Ses05M_script02_2_F005,0,0.011321125,0.02038018,0.014161829,0.014669673,0.2380952380952381,-0.004249351604812546,0.3211177338624707,1.2550808129357796
1994,Ses05M_script01_1b_F030,4,0.0022748772,0.003677207,0.0028247156,0.0023420563,0.09392265193370164,-0.010855666914721951,0.009761941715169494,0.04033835858613273
2007,Ses05M_script01_1b_M004,2,0.0025941804,0.0045270594,0.0032193623,0.0031784724,0.2783300198807157,-0.010340951121179387,0.015580023592706691,0.06042556000935896
427,Ses05M_impro05_M008,4,0.009662789,0.018163545,0.011975186,0.013637983,0.48,-0.004022828761662822,0.26007203071067897,0.4306902494263903
2158,Ses05M_script03_1_M023,1,0.012440187,0.023692163,0.015851973000000002,0.017584722,0.4787985865724382,-0.005780581432190957,0.4438295292791891,1.4708571278701654
804,Ses05M_impro08_M014,5,0.0077370363,0.012780012,0.009824896,0.008162424,0.34444444444444444,-0.005060391686129151,0.1190048268655606,0.3639597434468854
2047,Ses05M_impro02_F002,3,0.0058996890000000005,0.008791541,0.007314749499999999,0.004901315,0.25,-0.005255315045360476,0.05185986225710591,0.11030070332693044
2103,Ses05M_script03_1_F000,3,0.003804688,0.005417356,0.0048064217,0.0026901646000000003,0.1880341880341881,-0.004913517841487193,0.01887488633366282,0.034295684048638544
1997,Ses05M_script01_1b_F033,0,0.014062568,0.032989126,0.017787647,0.027717385,0.3899082568807339,-0.005143830094311852,0.9391417465692172,3.6842281526356175
448,Ses05F_script01_2_F006,0,0.007220722,0.011148033,0.009003086,0.006566989200000001,0.2431192660550459,-0.008466672625218052,0.08586002081084337,0.1779670391568637
1679,Ses05M_impro07_F030,5,0.0043963785,0.0070243906,0.005663901,0.0042564757,0.3116883116883117,-0.0045678630158363384,0.035192768588836146,0.03389795492423813
1250,Ses05F_impro06_M017,5,0.0021224746,0.003174024,0.002641057,0.0017564698,0.0934959349593496,-0.008808404345472809,0.0068111284592592075,0.022290701834922905
1158,Ses05F_script01_1_F038,0,0.014999123,0.025842043,0.018806167,0.01771027,0.3153034300791557,-0.004749653271574061,0.4990554045374499,1.7405604990866756
1994,Ses05M_script01_1b_F030,4,0.0022748772,0.003677207,0.0028247156,0.0023420563,0.09392265193370164,-0.010855666914721951,0.009761941715169494,0.04033835858613273
1528,Ses05M_impro04_F015,5,0.014374499,0.023537356,0.0183329,0.014715753,0.24890829694323144,-0.002367959496041294,0.4020439732417856,0.7688195010045523
1381,Ses05F_script03_2_M025,0,0.009685072,0.013674705,0.011959704,0.0066165905,0.1640625,-0.004454356712813024,0.11841155411890494,0.3582992814403517
1634,Ses05F_script02_1_M020,1,0.008007531,0.012849757,0.009863487,0.008235583000000001,0.3139643861293346,-0.006354320248647127,0.11758470025102087,0.7187836402634884
2062,Ses05M_impro02_F017,3,0.005514491999999999,0.01005776,0.00673774,0.007375126,0.35714285714285715,-0.00810907113191206,0.0786101625271165,0.3015736890411409
2047,Ses05M_impro02_F002,3,0.0058996890000000005,0.008791541,0.007314749499999999,0.004901315,0.25,-0.005255315045360476,0.05185986225710591,0.11030070332693044
529,Ses05M_script01_1_M012,2,0.010324672,0.019380705,0.012715727,0.01462172,0.5275229357798165,-0.004021159384137718,0.29462980506083786,0.8121919447963521
1586,Ses05M_impro04_M034,2,0.0038623628,0.0076143546,0.004892634,0.005806706,0.3692307692307693,-0.009714024599816184,0.047080180062336455,0.06691202067484348
616,Ses05F_impro05_M012,5,0.011845891,0.02002669,0.014666982,0.013596715,0.2960526315789473,-0.0066246948335901825,0.2967623192982281,0.7884439926057037
898,Ses05M_script03_2_F012,5,0.0027972644,0.0045576673,0.0034363787,0.002981642,0.09821428571428573,-0.008740266821405385,0.01509166352856605,0.07392721153831584
708,Ses05F_script03_1_F015,5,0.0069887084,0.014010657,0.00862394,0.01102628,0.6054421768707483,-0.01054267522704322,0.1590395145214559,0.4849785448443222
2062,Ses05M_impro02_F017,3,0.005514491999999999,0.01005776,0.00673774,0.007375126,0.35714285714285715,-0.00810907113191206,0.0786101625271165,0.3015736890411409
409,Ses05M_impro05_F012,5,0.009040011,0.016553769,0.011280896,0.0120806815,0.3018867924528302,-0.005185389454709366,0.21377305918471792,0.429883703517091
2064,Ses05M_impro02_F019,3,0.0071089147,0.011631603,0.00884606,0.0075109755,0.2723214285714285,-0.006740751814504621,0.09810425321348606,0.35756298611743725
1878,Ses05F_script01_3_M026,2,0.0017373912,0.0030211490000000003,0.0022253895,0.0020379545,0.06111111111111111,-0.013677610695594922,0.006935960319307265,0.014479667649681982
78,Ses05F_impro04_M031,5,0.0048688645,0.007336489,0.006119141,0.004057443,0.2753623188405797,-0.008961689673014916,0.03644842644571174,0.1380907185406902
0,Ses05F_impro04_F000,2,0.0014478422,0.0020924185,0.0017988663,0.0010708489,0.0,-0.009781946573639287,0.002867541257271386,0.016217233216684425
102,Ses05F_impro03_F011,1,0.02167117,0.038214862,0.026844569,0.027146097,0.3708609271523179,0.0010699441190809011,1.1071197444968086,2.0137583000874217
125,Ses05F_impro03_F034,1,0.0049544666,0.0076715467,0.006108251,0.0046286685,0.32677165354330706,-0.006845353254902875,0.040836698956834575,0.2182533156492746
2047,Ses05M_impro02_F002,3,0.0058996890000000005,0.008791541,0.007314749499999999,0.004901315,0.25,-0.005255315045360476,0.05185986225710591,0.11030070332693044
928,Ses05M_script03_2_F042,0,0.07308723,0.11193891,0.09026851,0.066263944,0.2891566265060241,-0.11402660311432555,8.578293331515844,13.584253940481545
2061,Ses05M_impro02_F016,3,0.0033294824,0.005646859000000001,0.004186970999999999,0.0038279002,0.2611111111111111,-0.00787182852945989,0.02381923969429588,0.06848796604652081
619,Ses05F_impro05_M015,5,0.0048387740000000005,0.007225461,0.0060822526,0.003880453,0.11494252873563215,-0.006638406375714112,0.035225862330973516,0.08496499809431128
340,Ses05M_script02_2_M033,4,0.0024998942,0.0047611184,0.0030908312,0.0036192618,0.034722222222222224,-0.014439391634368803,0.01811957025541297,0.05510777586364616
540,Ses05M_script01_1_M023,0,0.042394746,0.07489435,0.05183301,0.053819794,0.3886010362694301,-0.003495855025903439,4.261235914149058,10.301064509970354
